Transaction_ID,Order_ID,Order_Date,Ship_Date,Delivery_Date,Sales_Channel,Order_Status,Payment_Mode,Customer_ID,Customer_Name,Customer_Age,Gender,Customer_Segment,Customer_Rating,Country,State,City,Region,Postal_Code,Latitude,Longitude,Product_ID,Product_Name,Category,Sub_Category,Brand,Product_Type,Unit_Cost,Unit_Price,Quantity,Sales,Discount_Percentage,Discount_Amount,Cost,Profit,Profit_Margin,Tax,Shipping_Cost,Total_Amount,Year,Quarter,Month,Month_Number,Month_Name,Week_Number,Day,Day_Name,Sales_Target,Profit_Target,Monthly_Target,Target_Achievement_Percentage
TXN202432,ORD101478,2025-12-26,2025-12-28,2025-12-29,In-Store,Returned,Credit Card,C1548,Matthew Ruiz,36,Male,Consumer,3.2,Canada,Quebec,Montreal,Quebec,25450,45.50801502619264,-73.57430657638281,P1026,VelvetLux Sofa,Furniture,Sofas,ModuLine,Economy,660.07,1087.41,1,1087.41,0.091,98.95,660.07,328.39,0.302,79.08,6.88,1074.42,2025,Q4,Dec-2025,12,December,52,26,Friday,456.02,87.29,11400.54,238.46
TXN205503,ORD103351,2024-11-26,2024-11-29,2024-11-30,In-Store,Delivered,PayPal,C1591,Kevin Sanchez,44,Male,Consumer,4.9,USA,Michigan,Detroit,Midwest,39218,42.340364277987234,-83.04791551918322,P1003,ZenMobile Air,Electronics,Mobile Phones,Zynetic,Standard,99.37,153.01,3,459.03,0.167,76.66,298.11,84.26,0.1836,30.59,23.41,436.37,2024,Q4,Nov-2024,11,November,48,26,Tuesday,478.01,110.1,11950.21,96.03
TXN200017,ORD100012,2025-10-08,2025-10-11,2025-10-17,Online,Cancelled,UPI,C1300,Lisa Byrd,46,Female,Consumer,2.4,India,Gujarat,Ahmedabad,West,43064,23.037079581423818,72.5756929836903,P1015,EchoBuds Wireless,Electronics,Audio,Pulsewave,Standard,566.41,694.84,3,2084.52,0.061,127.16,1699.23,258.13,0.1238,156.59,7.62,2121.57,2025,Q4,Oct-2025,10,October,41,8,Wednesday,399.91,98.64,9997.66,521.25
TXN207274,ORD104429,2024-04-16,2024-04-18,2024-04-24,In-Store,Cancelled,Debit Card,C1969,Leah Thompson,34,Female,Corporate,4.4,UK,Greater Manchester,Manchester,England,42440,53.492004555144916,-2.259939792707646,P1083,FlexTrain Dumbbells,Sports,Fitness Equipment,FitCore,Premium,135.1,177.24,5,886.2,0.047,41.65,675.5,169.05,0.1908,67.56,24.01,936.12,2024,Q2,Apr-2024,4,April,16,16,Tuesday,167.82,30.27,4195.52,528.07
TXN200291,ORD100169,2025-11-01,2025-11-02,2025-11-05,Online,Delivered,UPI,C1328,Joshua Levine,56,Male,Consumer,,Australia,Victoria,Melbourne,Victoria,79904,-37.82291640891298,144.97762192173764,P1021,ClassicWood Chair,Furniture,Chairs,UrbanNest,Standard,62.7,103.75,5,518.75,0.062,32.16,313.5,173.09,0.3337,38.93,8.14,533.66,2025,Q4,Nov-2025,11,November,44,1,Saturday,309.05,57.2,7726.35,167.85
TXN208259,ORD105033,2026-06-05,2026-06-09,2026-06-11,Online,Delivered,Cash on Delivery,C1685,James Whitaker,37,Male,Home Office,4.9,India,Karnataka,Bangalore,South,43244,12.983301127091483,77.57867852659548,P1085,StretchFit Mat,Sports,Fitness Equipment,TrailForce,Limited Edition,274.25,331.83,2,663.66,0.058,38.49,548.5,76.67,0.1155,50.01,15.27,690.45,2026,Q2,Jun-2026,6,June,23,5,Friday,206.33,47.16,5158.29,321.65
TXN208499,ORD105184,2026-03-15,2026-03-16,2026-03-22,In-Store,Delivered,Debit Card,C1450,Courtney Hayes,37,Female,Consumer,3.6,India,Delhi,New Delhi,North,39936,28.600246339281693,77.22056588791628,P1026,VelvetLux Sofa,Furniture,Sofas,ModuLine,Economy,660.07,1087.41,1,1087.41,0.172,187.03,660.07,240.31,0.221,72.03,9.32,981.73,2026,Q1,Mar-2026,3,March,11,15,Sunday,346.69,64.8,8667.37,313.65
TXN201271,ORD100780,2024-12-14,2024-12-15,2024-12-19,Online,Shipped,Cash on Delivery,C1856,Lindsay Lawson,23,Female,Consumer,2.4,USA,Texas,Houston,South,95479,29.772841824226923,-95.38748801618813,P1063,SweetCrust Cake,Grocery,Bakery,DailyBasket,Economy,16.54,24.0,1,24.0,0.092,2.21,16.54,5.25,0.2188,1.74,24.23,47.76,2024,Q4,Dec-2024,12,December,50,14,Saturday,155.32,43.34,3883.02,15.45
TXN205313,ORD103234,2024-06-24,2024-06-26,2024-07-02,Online,Delivered,Credit Card,C1928,Carlos Colon MD,59,Male,Corporate,4.8,Canada,Ontario,Toronto,Ontario,68169,43.64676617000333,-79.37076137638495,P1090,SmashPro Racket,Sports,Team Sports,FitCore,Standard,143.02,181.36,7,1269.52,0.133,168.85,1001.14,99.53,0.0784,88.05,12.94,1201.66,2024,Q2,Jun-2024,6,June,26,24,Monday,173.5,44.53,4337.53,731.71
TXN201822,ORD101116,2026-08-21,2026-08-25,2026-08-31,In-Store,Shipped,Credit Card,C1181,Melissa Burton,37,Female,Corporate,2.6,USA,Massachusetts,Boston,East,33055,42.35692452840998,-71.05857446540658,P1098,QuickBlend Mixer,Home Appliances,Kitchen Appliances,ChillMax,Standard,443.79,689.52,1,689.52,0.057,39.3,443.79,206.43,0.2994,52.02,13.9,716.14,2026,Q3,Aug-2026,8,August,34,21,Friday,398.59,72.3,9964.75,172.99
TXN200572,ORD100340,2025-11-06,2025-11-10,2025-11-15,Mobile App,Shipped,Debit Card,C2037,Chad York,57,Male,Small Business,2.9,India,Rajasthan,Jaipur,North,46330,26.91814480763043,75.79315652510597,P1076,BoldLash Mascara,Beauty,Makeup,AuraCare,Standard,11.26,18.5,4,74.0,0.127,9.4,45.04,19.56,0.2643,5.17,14.69,84.46,2025,Q4,Nov-2025,11,November,45,6,Thursday,233.13,48.1,5828.19,31.74
TXN204937,ORD103012,2025-10-29,2025-11-01,2025-11-02,Online,Delivered,UPI,C1452,Cynthia Vang,49,Female,Home Office,2.5,India,West Bengal,Kolkata,East,55749,22.577298893816018,88.37827346855434,P1081,FreshMint Toothpaste,Beauty,Personal Care,AuraCare,Standard,39.11,65.51,2,131.02,0.058,7.6,78.22,45.2,0.345,9.87,13.62,146.91,2025,Q4,Oct-2025,10,October,44,29,Wednesday,212.69,56.74,5317.13,61.6
TXN203768,ORD102281,2026-09-21,2026-09-25,2026-09-30,In-Store,Delivered,UPI,C1621,Daniel Anderson,43,Male,Consumer,5.0,USA,Washington,Seattle,West,49775,47.594776334174874,-122.32032887650975,P1077,MysticAura Perfume,Beauty,Fragrances,PureSkin,Premium,59.18,86.96,6,521.76,0.125,65.22,355.08,101.46,0.1945,36.52,22.48,515.54,2026,Q3,Sep-2026,9,September,39,21,Monday,176.3,44.54,4407.45,295.95
TXN203055,ORD101861,2024-03-14,2024-03-17,2024-03-18,In-Store,Delivered,Credit card,C1686,Matthew Cohen,57,Male,Consumer,2.4,India,Rajasthan,Jaipur,North,22013,26.898641045258014,75.80421107657395,P1023,OakGrand Table,Furniture,Tables,CraftWood,Standard,245.73,358.77,1,358.77,0.125,44.85,245.73,68.19,0.1901,25.11,3.47,342.5,2024,Q1,Mar-2024,3,March,11,14,Thursday,278.59,59.8,6964.85,128.78
TXN203996,ORD102424,2026-05-10,2026-05-13,2026-05-15,Mobile App,Shipped,Cash on Delivery,C2170,Karen Romero,43,Female,Home Office,,India,Maharashtra,Pune,West,99873,18.515566540907724,73.8523687711469,P1106,AirPure Cooler,Home Appliances,Cooling & Heating,EcoAppliance,Standard,401.62,502.39,1,502.39,0.196,98.47,401.62,2.3,0.0046,32.31,21.29,457.52,2026,Q2,May-2026,5,May,19,10,Sunday,406.1,107.94,10152.4,123.71
TXN204064,ORD102472,2025-10-30,2025-11-01,2025-11-04,Online,Shipped,Net Banking,C1084,Angel Ellis,42,Female,Consumer,2.6,USA,Texas,Houston,South,21224,29.740843916129467,-95.36062585931145,P1087,AdventurePack Backpack,Sports,Outdoor Gear,ProActive,Standard,261.62,341.31,1,341.31,0.039,13.31,261.62,66.38,0.1945,26.24,23.07,377.31,2025,Q4,Oct-2025,10,October,44,30,Thursday,201.77,47.74,5044.25,169.16
TXN206077,ORD103698,2026-12-12,2026-12-16,2026-12-22,Online,Shipped,PayPal,C1897,Sarah Murphy,44,Female,Corporate,3.8,USA,California,Los Angeles,West,65961,34.03489414725702,-118.2449195645625,P1050,WarmHug Jacket,Clothing,Winter Wear,TrendLoom,Limited Edition,7.36,14.05,3,42.15,0.063,2.66,22.08,17.41,0.413,3.16,4.86,47.51,2026,Q4,Dec-2026,12,December,50,12,Saturday,364.65,93.6,9116.19,11.56
TXN201711,ORD101045,2025-08-17,2025-08-21,2025-08-24,Online,Shipped,Credit Card,C1112,Julia Torres,52,Female,Corporate,2.6,Canada,Ontario,Toronto,Ontario,59822,43.66290345213142,-79.3847525719685,P1023,OakGrand Table,Furniture,tables,CraftWood,Standard,245.73,358.77,1,358.77,0.04,14.35,245.73,98.69,0.2751,27.55,7.19,379.16,2025,Q3,Aug-2025,8,August,33,17,Sunday,358.76,68.58,8968.88,100.0
TXN206881,ORD104197,2024-10-30,2024-11-02,2024-11-03,Online,Delivered,Credit Card,C1850,Jessica Bowen,24,Female,Consumer,3.3,UK,Cardiff County,Cardiff,Wales,49454,51.49032751462341,-3.164822646991512,P1049,TrailBlaze Boots,Clothing,Footwear,UrbanThread,Limited Edition,6.91,10.27,2,20.54,0.072,1.48,13.82,5.24,0.2551,1.52,20.21,40.79,2024,Q4,Oct-2024,10,October,44,30,Wednesday,233.15,62.66,5828.79,8.81
TXN205672,ORD103451,2026-04-16,2026-04-18,2026-04-20,Online,Delivered,Debit Card,C1731,Debra Anderson,30,Female,Consumer,4.1,India,West Bengal,Kolkata,East,73992,22.571007489123975,88.36503267306908,P1003,ZenMobile Air,Electronics,Mobile Phones,Zynetic,Standard,99.37,153.01,2,306.02,0.093,28.46,198.74,78.82,0.2576,22.2,12.59,312.35,2026,Q2,Apr-2026,4,April,16,16,Thursday,573.71,145.48,14342.69,53.34
TXN207225,ORD104400,2025-12-28,2025-12-31,2026-01-01,In-Store,Delivered,Cash on Delivery,C1423,Felicia Aguilar,30,Female,Consumer,2.8,USA,California,San Francisco,West,55759,37.76999879847241,-122.43749034787217,P1082,SmoothGlide Razor,Beauty,Personal Care,PureSkin,Economy,8.15,15.36,5,76.8,0.068,5.22,40.75,30.83,0.4014,5.73,24.77,102.08,2025,Q4,Dec-2025,12,December,52,28,Sunday,224.87,53.22,5621.75,34.15
TXN206776,ORD104131,2026-07-24,2026-07-25,2026-07-28,In-Store,Delivered,Credit card,C1294,Laura Haney,27,Female,Corporate,5.0,UK,Lothian,Edinburgh,Scotland,35910,55.95845256149888,-3.208033715905627,P1089,ProKick Football,Sports,Team Sports,FitCore,Limited Edition,375.32,481.35,3,1444.05,0.134,193.5,1125.96,124.59,0.0863,100.04,21.85,1372.44,2026,Q3,Jul-2026,7,July,30,24,Friday,272.45,73.07,6811.25,530.02
TXN207539,ORD104587,2024-06-12,2024-06-13,2024-06-14,Mobile App,Returned,PayPal,C2009,Blake Orr,32,Male,Consumer,4.5,UK,Lothian,Edinburgh,Scotland,14055,55.96829726565514,-3.1903144813907223,P1082,SmoothGlide Razor,Beauty,Personal Care,PureSkin,Economy,8.15,15.36,1,15.36,0.112,1.72,8.15,5.49,0.3574,1.09,10.37,25.1,2024,Q2,Jun-2024,6,June,24,12,Wednesday,121.09,33.75,3027.27,12.68
TXN202065,ORD101257,2024-09-22,2024-09-25,2024-09-26,In-Store,Delivered,Net Banking,C1559,Larry Robertson,24,Male,Consumer,1.6,UK,Glasgow City,Glasgow,Scotland,10265,55.86212014828232,-4.2542719301386756,P1009,SlateAir 8,Electronics,Tablets,Pulsewave,Economy,417.15,534.39,3,1603.17,0.034,54.51,1251.45,297.21,0.1854,123.89,15.49,1688.04,2024,Q3,Sep-2024,9,September,38,22,Sunday,302.21,71.96,7555.36,530.48
TXN203078,ORD101873,2026-12-23,2026-12-25,2026-12-30,Mobile App,Shipped,Debit Card,C1179,Eric Byrd,41,Male,Consumer,3.1,India,West Bengal,Kolkata,East,22168,22.55708903632521,88.37395260143421,P1018,FastCharge Cable,Electronics,Accessories,Pulsewave,Standard,308.92,368.84,1,368.84,0.08,29.51,308.92,30.41,0.0824,27.15,6.78,373.26,2026,Q4,Dec-2026,12,December,52,23,Wednesday,905.85,208.77,22646.35,40.72
TXN200928,ORD100567,2026-08-27,2026-08-31,2026-09-05,In-Store,Shipped,Cash on Delivery,C1294,Laura Haney,27,Female,Corporate,4.0,India,Bihar,Patna,East,97003,25.585077896355045,85.1473556361807,P1100,FreshBrew Maker,Home Appliances,Kitchen Appliances,HomeTech,Standard,395.96,470.35,2,940.7,0.102,95.95,791.92,52.83,0.0562,67.58,17.78,930.11,2026,Q3,Aug-2026,8,August,35,27,Thursday,398.59,89.06,9964.75,236.01
TXN203005,ORD101833,2024-03-24,2024-03-27,2024-04-01,In-Store,Delivered,Credit Card,C1038,Cassandra Gaines,32,Female,Corporate,3.8,USA,Florida,Miami,East,25397,25.76561875868292,-80.19229559641406,P1091,CourtStar Basketball,Sports,Team Sports,ProActive,Standard,370.63,639.86,2,1279.72,0.041,52.47,741.26,485.99,0.3798,98.18,6.04,1331.47,2024,Q1,Mar-2024,3,March,12,24,Sunday,207.08,51.83,5177.09,617.98
TXN201675,ORD101022,2024-03-20,2024-03-24,2024-03-28,Online,Processing,Credit Card,C1580,David Grant,56,Male,Home Office,4.9,Canada,Quebec,Montreal,Quebec,83536,45.48239221385739,-73.57517813392263,P1105,WarmZone Heater,Home Appliances,Cooling & Heating,HomeTech,Premium,342.78,500.92,2,1001.84,0.135,135.25,685.56,181.03,0.1807,69.33,6.94,942.86,2024,Q1,Mar-2024,3,March,12,20,Wednesday,241.7,49.08,6042.56,414.5
TXN206808,ORD104149,2025-06-15,2025-06-18,2025-06-22,Online,Delivered,UPI,C1486,Lance Short,36,Male,Consumer,4.2,India,Telangana,Hyderabad,South,81575,17.39134421665661,78.48523722548667,P1049,TrailBlaze Boots,Clothing,Footwear,UrbanThread,Limited Edition,6.91,10.27,1,10.27,0.065,0.67,6.91,2.69,0.2619,0.77,7.15,17.52,2025,Q2,Jun-2025,6,June,24,15,Sunday,176.51,48.04,4412.82,5.82
TXN200414,ORD100240,2026-07-12,2026-07-13,2026-07-15,Mobile App,Delivered,Credit Card,C1474,Julie Dominguez,40,Female,Corporate,4.6,India,Rajasthan,Jaipur,North,12779,26.897186471083003,75.80481491934869,P1038,ClassicFit Shirt,Clothing,Men's Wear,FlexWear,Premium,62.85,91.71,5,458.55,0.076,34.85,314.25,109.45,0.2387,33.9,12.28,469.88,2026,Q3,Jul-2026,7,July,28,12,Sunday,189.65,40.64,4741.35,241.79
TXN205283,ORD103216,2024-06-28,2024-07-02,2024-07-05,In-Store,Delivered,UPI,C1211,Mr. Michael Martinez,43,Male,Corporate,3.7,India,Delhi,New Delhi,North,91963,28.610308596697433,77.21088034114297,P1062,DailyLoaf Bread,Grocery,Bakery,FarmFresh,Standard,5.33,6.93,1,6.93,0.108,0.75,5.33,0.85,0.1227,0.49,23.38,30.05,2024,Q2,Jun-2024,6,June,26,28,Friday,131.0,34.38,3274.94,5.29
TXN204475,ORD102712,2026-08-17,2026-08-21,2026-08-24,Online,Delivered,PayPal,C2184,Kenneth Contreras,23,Male,Corporate,3.8,USA,Florida,Miami,East,95001,25.770002029321684,-80.20529086219777,P1094,TrailGrip Tyres,Sports,Cycling,TrailForce,Premium,216.56,291.3,1,291.3,0.07,20.39,216.56,54.35,0.1866,21.67,24.79,317.37,2026,Q3,Aug-2026,8,August,34,17,Monday,272.02,62.54,6800.52,107.09
TXN203724,ORD102252,2026-04-24,2026-04-27,2026-05-02,Online,Returned,Net Banking,C1853,Nicole Lawrence,31,Female,Corporate,3.2,UK,Greater Manchester,Manchester,England,65458,53.49610608839983,-2.244892860688264,P1109,IronEase Press,Home Appliances,Small Appliances,EcoAppliance,Limited Edition,400.29,613.3,6,3679.8,0.218,802.2,2401.74,475.86,0.1293,230.21,15.16,3122.97,2026,Q2,Apr-2026,4,April,17,24,Friday,355.98,64.84,8899.59,1033.71
TXN202216,ORD101351,2025-08-02,2025-08-05,2025-08-11,In-Store,Delivered,Net Banking,C1893,Nathan Nelson,18,Male,Corporate,4.6,USA,Texas,Dallas,South,27404,32.7695429969791,-96.79070641195753,P1051,SnowGuard Coat,Clothing,Winter Wear,FlexWear,Standard,28.58,51.64,8,413.12,0.098,40.49,228.64,143.99,0.3485,29.81,3.4,405.84,2025,Q3,Aug-2025,8,August,31,2,Saturday,159.7,36.52,3992.55,258.69
TXN203004,ORD101833,2024-03-24,2024-03-27,2024-04-01,In-Store,Delivered,Credit Card,C1038,Cassandra Gaines,32,Female,Corporate,3.9,USA,Florida,Miami,East,47207,25.77717140594014,-80.17916079361872,P1038,ClassicFit Shirt,Clothing,Men's Wear,FlexWear,Premium,62.85,91.71,5,458.55,0.133,60.99,314.25,83.31,0.1817,31.8,24.11,453.47,2024,Q1,Mar-2024,3,March,12,24,Sunday,132.6,25.75,3314.89,345.81
TXN208161,ORD104972,2025-12-10,2025-12-11,2025-12-16,Online,Delivered,UPI,C2169,Anthony Mcconnell,21,Male,Consumer,1.8,India,Maharashtra,Pune,West,83988,18.52489562484256,73.87169206187133,P1002,OrbitOne Smart,Electronics,Mobile Phones,Voltrix,Premium,182.62,222.83,3,668.49,0.223,149.07,547.86,-28.44,-0.0425,41.55,21.92,582.89,2025,Q4,Dec-2025,12,December,50,10,Wednesday,521.62,119.27,13040.43,128.16
TXN203359,ORD102041,2026-05-20,2026-05-21,2026-05-26,Online,Delivered,Net Banking,C1616,Adam Valdez,52,Male,Consumer,4.1,Canada,Ontario,Toronto,Ontario,46482,43.652286762962504,-79.38698826736241,P1049,TrailBlaze Boots,Clothing,Footwear,UrbanThread,Limited Edition,6.91,10.27,2,20.54,0.131,2.69,13.82,4.03,0.1962,1.43,11.43,30.71,2026,Q2,May-2026,5,May,21,20,Wednesday,183.98,46.93,4599.46,11.16
TXN205291,ORD103222,2024-01-31,2024-02-03,2024-02-08,Online,Shipped,Debit Card,C2067,Laura Lee,61,Female,Corporate,4.3,USA,Washington,Seattle,West,60282,47.620935668434036,-122.34601361809901,P1033,WardrobePlus Cabinet,Furniture,Storage,UrbanNest,Economy,133.01,212.96,2,425.92,0.152,64.74,266.02,95.16,0.2234,28.89,12.5,402.57,2024,Q1,Jan-2024,1,January,5,31,Wednesday,200.25,52.98,5006.22,212.69
TXN204356,ORD102646,2026-06-26,2026-06-28,2026-07-01,Mobile App,Delivered,UPI,C2128,Jennifer Rivers,44,Female,Small Business,3.2,Canada,Ontario,Ottawa,Ontario,27232,45.439635332661766,-75.68594301252757,P1043,FlexiFit Leggings,Clothing,Women's Wear,TrendLoom,Limited Edition,59.72,114.07,4,456.28,0.198,90.34,238.88,127.06,0.2785,29.28,10.97,406.19,2026,Q2,Jun-2026,6,June,26,26,Friday,193.18,49.33,4829.44,236.19
TXN200601,ORD100360,2024-10-22,2024-10-25,2024-10-28,Online,Delivered,Credit Card,C1502,Jill Davies,28,Female,Consumer,3.5,USA,New York,New York City,East,80034,40.712493642467315,-73.98775077373078,P1094,TrailGrip Tyres,Sports,Cycling,TrailForce,Premium,216.56,291.3,1,291.3,0.096,27.96,216.56,46.78,0.1606,21.07,14.94,299.35,2024,Q4,Oct-2024,10,October,43,22,Tuesday,264.61,59.65,6615.17,110.09
TXN201511,ORD100931,2025-09-09,2025-09-12,2025-09-15,In-Store,Delivered,UPI,C2200,Matthew Fischer,38,Male,Home Office,2.4,India,Maharashtra,Mumbai,West,75064,19.070596252468572,72.87760363395272,P1057,NutMix Trail,Grocery,Snacks,PureHarvest,Standard,13.03,18.96,3,56.88,0.088,5.01,39.09,12.78,0.2247,4.15,3.23,59.25,2025,Q3,Sep-2025,9,September,37,9,Tuesday,155.14,32.39,3878.4,36.66
TXN204639,ORD102815,2025-02-20,2025-02-21,2025-02-24,Online,Delivered,Debit Card,C1748,Mr. Michael Henry,26,Male,Consumer,3.0,India,Punjab,Chandigarh,North,16976,30.715991228011802,76.78447791364104,P1062,DailyLoaf Bread,Grocery,Bakery,FarmFresh,Standard,5.33,6.93,4,27.72,0.046,1.28,21.32,5.12,0.1847,2.12,19.93,48.49,2025,Q1,Feb-2025,2,February,8,20,Thursday,110.9,21.33,2772.44,25.0
TXN205452,ORD103320,2026-11-12,2026-11-13,2026-11-16,Online,Returned,PayPal,C2058,Matthew Lynch,47,Male,Consumer,2.6,USA,Michigan,Detroit,Midwest,66725,42.345586888113594,-83.04318870664834,P1070,ClearSkin Lotion,Beauty,Skincare,VelvetTouch,Premium,57.86,85.42,4,341.68,0.129,44.08,231.44,66.16,0.1936,23.81,19.48,340.89,2026,Q4,Nov-2026,11,November,46,12,Thursday,225.15,49.75,5628.79,151.76
TXN204599,ORD102788,2026-11-21,2026-11-23,2026-11-24,Online,Cancelled,PayPal,C1522,Hannah Everett,34,Female,Corporate,4.2,Canada,Ontario,Toronto,,38188,43.6416847229068,-79.37058810197405,P1098,QuickBlend Mixer,Home Appliances,Kitchen Appliances,ChillMax,Standard,443.79,689.52,4,2758.08,0.141,388.89,1775.16,594.03,0.2154,189.54,10.0,2568.73,2026,Q4,Nov-2026,11,November,47,21,Saturday,628.09,159.76,15702.29,439.12
